,loss,accuracy,val_loss,val_accuracy
0,4.681899547576904,0.035624999552965164,4.785516262054443,0.010099999606609344
1,4.30104923248291,0.06437499821186066,4.819399833679199,0.011800000444054604
2,4.0781755447387695,0.08437500149011612,4.941545486450195,0.015300000086426735
3,3.918795585632324,0.11312499642372131,4.716745376586914,0.03669999912381172
4,3.80324125289917,0.12484374642372131,4.189128398895264,0.07739999890327454
5,3.735513687133789,0.13890625536441803,3.8466992378234863,0.1234000027179718
6,3.631248712539673,0.16062499582767487,3.646538257598877,0.15000000596046448
7,3.55709171295166,0.16249999403953552,3.4386942386627197,0.19689999520778656
8,3.5317459106445312,0.1771875023841858,3.48221492767334,0.17720000445842743
9,3.4669525623321533,0.18593749403953552,3.360719919204712,0.19789999723434448
10,3.38338565826416,0.19562500715255737,3.234093189239502,0.22840000689029694
11,3.283153772354126,0.22578124701976776,3.232581615447998,0.2303999960422516
12,3.237368583679199,0.2265625,3.1152236461639404,0.24889999628067017
13,3.2259163856506348,0.22234374284744263,3.2464468479156494,0.22679999470710754
14,3.169457197189331,0.2357812523841858,3.034644842147827,0.2651999890804291
15,3.1241021156311035,0.24265624582767487,2.9981608390808105,0.2761000096797943
16,3.0482418537139893,0.26171875,2.94840669631958,0.27889999747276306
17,3.0276730060577393,0.2645312547683716,2.941270351409912,0.2809999883174896
18,2.9783523082733154,0.26906248927116394,2.9731733798980713,0.27799999713897705
19,2.9458930492401123,0.27671873569488525,2.9152374267578125,0.2849999964237213
20,2.849212646484375,0.2995312511920929,2.7903950214385986,0.3086000084877014
21,2.8507134914398193,0.28843748569488525,2.8664603233337402,0.3003000020980835
22,2.823364019393921,0.2984375059604645,2.8666772842407227,0.2992999851703644
23,2.793428897857666,0.30640625953674316,2.8407700061798096,0.3019999861717224
24,2.759676456451416,0.3148437440395355,2.7216806411743164,0.3138999938964844
25,2.7399680614471436,0.31843748688697815,2.6864612102508545,0.32829999923706055
26,2.6656267642974854,0.34046876430511475,2.7034425735473633,0.33250001072883606
27,2.6397736072540283,0.33515626192092896,2.7883918285369873,0.3059000074863434
28,2.6384880542755127,0.34453123807907104,2.5413033962249756,0.35830000042915344
29,2.5935280323028564,0.3439062535762787,2.724703550338745,0.3244999945163727
30,2.5885040760040283,0.3512499928474426,2.561164617538452,0.36010000109672546
31,2.5839786529541016,0.3474999964237213,2.5293021202087402,0.36410000920295715
32,2.5177178382873535,0.3629687428474426,2.4580936431884766,0.38019999861717224
33,2.463819980621338,0.37578123807907104,2.6053309440612793,0.34619998931884766
34,2.4751765727996826,0.36656248569488525,2.4140028953552246,0.3862000107765198
35,2.4215645790100098,0.3895312547683716,2.3796067237854004,0.398499995470047
36,2.410916805267334,0.38499999046325684,2.515514850616455,0.36660000681877136
37,2.414602041244507,0.3879687488079071,2.4333505630493164,0.3799999952316284
38,2.3622500896453857,0.3968749940395355,2.4087371826171875,0.3849000036716461
